ID,code,author,title,subject,publisher,publication Date,format,notes,loaned to,date from,date to
1120,495.03,anon,"english-korean, korean-english dictionary",language,si-sa,1999,p/b+wrapper,,,,
1125,448,anon,auto1,language,collins,1992,p/b,,,,
1126,448,anon,presse-papiers,language,eli,1990,magazine,,,,
1127,428,"hart,christopher",asterix and the english language 1,language,arnold,1990,p/b,,,,
1128,495.13,"shih-chiu,liang (ed)",a new practical chinese-english dictionary,language,far east,0,h/b,,,,
1129,495.13,"hornby,a.s",oxford advanced learner's english-chinese dictionary,language,oxford,2002,h/b,extended 4th edition,,,
1131,439.6,"myking,laila",scandinavian,language,collins,1959,h/b,,,,
1132,453,"may,isopel",contemporary italian dictionary,language,collins,1970,h/b,,,,
1133,453,"may,isopel",italian gem dictionary,language,collins,1974,p/b,,,,
1134,453,anon,dizionario essenziale,language,zanichelli,2000,p/b,,,,
1138,463,"armengol,arturo cuyas",diccionario frances - espanol,language,edicion hymsa,1974,h/b,,,,
1140,941.085,"young,hugo",one of us a biography of margaret thatcher,history/politics/margaret thatcher,macmillan,1989,h/b+wrapper,,,,
1147,941.06,"hill,christopher",god's englishman,history/england/biography,pelican,1975,p/b,,,,
1148,943.085,"hiden,j.w",the weimar republic,history/germany,longman,1988,p/b,,,,
1151,941.107,anon,bonny prince charlie,history/scotland/biography,pitkin,1973,pamphlet,colour/b+w pics,,,
1152,941.1,"prebble,john",the lion in the north,history/scotland,bca,1973,h/b+wrapper,,,,
1155,942.01,bede,a history of the english church and people,history/england,pemguin,1968,p/b,,,,
1156,942.1,"ackroyd,peter",london the biography,history/england/london,chatto & windus,2000,p/b,,,,
1157,941.06,"ashton,robert",the english civil war,history/england,weidenfeld&nicholson,1978,p/b,,,,
1158,941.06,"russell,conrad (ed)",the origins of the english civil war,history/england,macmillan,1994,p/b,problems in focus series,,,
1159,941.06,"hill,christopher",england's turning point,history/england,bookmarks,1998,p/b,,,,
1160,941.06,"cecil,david",the cecils of hatfield house,history/england/biography,cardinal,1975,p/b,,,,
1162,929.7,"simmons,simone/hill,susan",diana the secret years,history/royalty/biography,michael o'mara,1998,h/b+wrapper,,,,
1163,941.06,"coward,barry/durston,chris",the english revolution,history/england,john murray,1997,p/b,,,,
1165,973.9,"schaller,michael",douglas macarthur,history/u.s.a/ww2/biography,oup,1989,h/b+wrapper,,,,
1166,973.6,"potter,david.m",the impending crisis,history/u.s.a,harper,1976,p/b,the new american nation series,,,
1167,973.92,"capps,walter",the vietnam reader,history/u.s.a/vietnam,routledge,1991,h/b,,,,
1168,941.085,"tinker,hugh (ed)",a message from the falklands,history/britain/falkland islands/biography,penguin,1980,p/b,,,,
1170,973.5,"dangerfield,george",the awakening of american nationalism,history/u.s.a,harper,1965,p/b,the new american nation series,,,
1173,973.8,"garraty,john.a",the new commonwealth,history/u.s.a,harper,1968,p/b,the new american nation series,,,
1174,973.5,"van deusen,glyndon g",the jacksonian era,history/u.s.a,harper,1963,p/b,the new american nation series,,,
1175,973.7,"stampp,kenneth.m (ed)",the causes of the civil war,history/u.s.a,spectrum,1974,p/b,,,,
1176,973,"hill,c.p",a history of the united states,history/u.s.a,arnold,1984,p/b,3rd edition,,,
1178,973,"commager,henry steele",documents of american history,history/u.s.a,prentice-hall,1973,p/b,9th edition,,,
1179,947.084,"conquest,robert",the great terror,history/russia/stalin,pelican,1971,p/b,,,,
1180,947.084,"mccauley,martin",stalin and stalinism,history/russia/stalin,longman,1988,p/b,seminar studies in history series,,,
1181,947.084,"fitzpatrick,sheila",the russian revolution,history/russia/russian revolution,oxford,1984,p/b,,,,
1183,914.3,"jenner,michael",scenes from a relationship,travel/europe,tvf,0,p/b,,,,
1185,949.4,"fahrni,dieter",an outline history of switzerland,history/switzerland,pro helvetia,1987,p/b,,,,
1186,941.085,"hanrahan,brian/fox,robert",I counted them all out and I counted them all back,history/britain/falkland islands,bbc,1982,p/b,,,,
1189,943.086,"thomas,hugh",the murder of rudolf hess,history/germany/world war 2,hodder&stoughton,1979,h/b+wrapper+plastic wrap,1st edition,,,
1191,943.1,"tusa,ann/tusa,john",the berlin blockade,history/germany/berlin/world war 2,hodder&stoughton,1988,h/b+wrapper,1st edition,,,
1192,305.8,"litvinoff,barnet",the burning bush,sociology,collins,1988,h/b+wrapper,1st edition,,,
1193,944.03,"richardson,joanna",louis xiv,history/france/biography,bca,1973,h/b+wrapper,great lives series,,,
1194,955.3,"abu-hakima,ahmad mustafa",the modern history of kuwait,history/kuwait,mcgill university?,1979,p/b,,,,
1195,955.8,"martin,mike",afghanistan:inside a rebel stronghold,history/afghanistan,blandford,1984,h/b+wrapper+plastic wrap,1st edition,,,
1196,955.61,"ataturk,mustapha kemal",the speech,history/turkey,metro,1987,p/b,,,,
1200,972,"mendirichaga,rodrigo",los cuatru tiempos de un pueblo,history/mexico,instituto tecnologico de monterrey,1985,h/b+wrapper/ spanish language,1st edition/donation by mexican students,,,
1201,968,preston.antony,pictorial history of south africa,history/south africa,bison,1995,h/b+wrapper,,,,
1202,523.1,"chown,marcus",afterglow of creation,astronomy/physics/the universe,arrow,1993,p/b,,,,
1203,523.4,"moore,patrick",patrick moore's new guide to the planets,astronomy/physics/planets,sidgwick&jackson,1993,h/b+wrapper+plastic wrap,,,,
1204,551,"stamp,l.dudley",britain's structure and scenery,geology,collins,1955,h/b,,,,
1206,522,"smart,w.m",text-book on spherical astronomy,astronomy/physics,cambridge,1947,h/b+wrapper,,,,
1207,551.1,anon,the story of the earth,geology,hmso,1977,pamphlet,,,,
1208,551.1,anon,britain before man,geology/britain,hmso,1978,pamphlet,,,,
1209,551.1,"barton,r.m",cornwall's structure and scenery,geology/cornwall,tor mark,,pamphlet,,,,
1211,551.1,"dury,g.h",the face of the earth,geology,pelican,1960,p/b,,,,
1213,523.09,"moore,patrick",the story of astronomy,astronomy/physics/history,bca,1974,h/b+wrapper+plastic wrap,,,,
1214,525.7,"england,nick/jones,rosalind",earth and space,physics/geology/earth,hodder&stoughton,1999,p/b,,,,
1216,523.1,"gribbin,john/gribbin,mary",time &space,astronomy/physics/the universe,dk,1994,h/b,eyewitness series,,,
1217,529,"haslam,andrew",time,physics/time,two-can,1996,p/b,,,,
1219,551.4,"taylor,r.j",water,water,unilever,1976,pamphlet,,,,
1221,551.2,"van rose,susanna",volcano,geology/volcanoes,dk,1993,h/b+wrapper,eyewitness series,,,
1222,551.2,"lambert,david",earthquakes and volcanoes,geology/volcanoes/earthquakes,wayland,1985,h/b,,,,
1223,551.6,"pohlman,john",all about the weather,weather,hamlyn,1986,h/b,,,,
1224,551.6,"thompson,philip.d/o'brien,robert",weather,weather,time-life,1966,h/b,,,,
1225,551.6,"gemmell,kathy",storms and hurricanes,weather,usborne,1995,p/b,,,,
1226,551.6,"cosgrove,brian",weather,weather,dk,1993,h/b+wrapper,,,,
1228,551.4,"gunston,bill",water,hydrology/water,macdonald,1985,h/b,,,,
1229,551.4,"bavage,trevor",the commonest compound,hydrology/water,blackie,1979,pamphlet,,,,
1230,551.4,"jennings,terry",water,hydrology/water,oxford,1990,pamphlet,,,,
1231,551.4,"ramsden,e.n/lee,r.e",water,hydrology/water,thornes,1990,p/b,,,,
1232,910,"sheffield,charles",earth watch,geology/earth,sidgewick&jackson,1981,h/b+wrapper+plastic wrap,,,,
1233,551.1,"symes,dr r.f",rock & mineral,geology,dk,1992,h/b+wrapper,eyewitness guides,,,
1234,551.1,"beiser,arthur",the earth,geology/the earth,time-life,1964,h/b,,,,
1235,551.1,"seymour,jaqueline",the wonders of nature,geology/the earth,crescent,1978,h/b,,,,
1237,551.1,various,investigating the earth,geology/the earth,houghton mifflin,1978,h/b,3rd edition,,,
1246,581.9423,paton.j.a,flowers of the cornish coast,biology/botany/cornwall,tor mark,0,pamphlet,,,,
1253,591.5,"burton,robert",nature's night life,biology/zoology/ecology,blandford,1989,p/b,,,,
1256,583,"atkinson,dr.robert.e",cactus and succulents in your home,biology/botany/cacti,,,pamphlet,,,,
1257,589,"ellis,e.a",british fungi book 2,biology/botany/fungi,jarrold,1976,pamphlet,jarrold fungi series,,,
1258,589,"soothill,eric/fairhurst,alan",the new field fungi guide,biology/botany/fungi,michael joseph,1978,h/b+wrapper+plastic wrap,,,,
1261,541,"acaster,david",transition elements,chemistry/physics,cambridge,2002,p/b,,,,
1263,510.7,anon,AS-level mathematics,mathematics,cgp,2003,p/b,,,,
1268,581.67,"hill,thomas.a",the biology of weeds,biology/botany,adward arnold,1977,p/b,,,,
1270,611.018,"strete,dennis",a color atlas of histology,biology/human biology/medicine/histology,harper collins,1995,p/b,,,,
1271,510.7,anon,AS-level mathematics,mathematics,cgp,2003,p/b,,,,
1272,581.941,"phillips,roger",wild flowers of britain,biology/botany,bca,1977,h/b+wrapper+plastic wrap,donation abdul jabali,,,
1274,gcse540,"earl,b/wilford,l.d.r",igcse chemistry,chemistry,john murray,2003,p/b,,,,
1276,574.19,"ramsden,e.n",biochemistry and food science,biology/chemistry/biochemistry,stanley thornes,1995,p/b,,,,
1279,574.503,"allaby,michael",oxford dictionary of ecology,biology/ecology/dictionaries,oxford,1998,p/b,2nd edition,,,
1280,540.3,"beavon,rod",AS/A-level chemistry essential word dictionary,chemistry/dictionaries,philip lane,2000,p/b,,,,
1281,823.912,"lawrence,d.h",selected short stories,literature/short stories,penguin,1989,p/b,,,,
1283,495.13,anon,oxford intermediate learners english-chinese dictionary,language,oxford,2002,p/b,3rd edition,,,
1286,811.54,"berryman,john",his toy his dream his rest,literature/american/poetry/late 20th century,faber,1969,h/b+wrapper+plastic wrap,571090885,,,
1288,949.742,"malcolm,noel",bosnia,history/bosnia,pan,1996,p/b,,,,
1289,949.71,"malcolm,noel",kosovo,history/kosovo/serbia,pan,2002,p/b,new preface,,,
1290,932,"wilkinson,sir j.gardener",the ancient egyptians,history/ancient/egypt,studio,1990,h/b+wrapper,,,,
1292,833hes,"hesse,herman",steppenwolf,german literature/prose,penguin,1980,p/b,,,,
1293,839.3lax,"laxness,halldor",the fish can sing,icelandic literature/prose,the harvill press,2000,p/b,,,,
1294,821nic,"nichols,grace",the fat black woman's poems,literature/poetry,virago,1984,p/b,,,,
1295,821.912,"brooke,rupert",the works of rupert brooke,literature/english/poetry/early 20th century,wordsworth,1994,p/b,9781853264078,,,
1296,811.54,"walker,alice",revolutionary petunias,literature/american/poetry/late 20th century,the women's press,1973,p/b,9780704341708,,,
1298,821duf,"duffy,carol ann",selected poems,literature/poetry,penguin,1994,p/b,,,,
1299,821.91408,"jackson,alan/nuttal,jeff/wantling,william",penguin modern poets 12,literature/poetry/anthologies/modern,penguin,1968,p/b,,,,
1301,GF,"rankin,ian",witch hunt,Fiction,orion,1993,p/b,,,,
1303,669.3COE,"coelho,paulo",the alchemist,Fiction,harper collins,1999,p/b,,,,
1306,839.82374,"gaarder,jostein",sophie's world,"literature/norwegian,prose/late 20th c",phoenix,1996,p/b,,,,
1307,813SHI,"shields,carol",unless,Fiction,smart,2002,p/b,,,,
1308,813SHI,"shields,carol",larry's party,Fiction,smart,1998,p/b,,,,
1309,823.914,"ackroyd,peter",chatterton,Fiction,abacus,1988,p/b,,,,
1310,823.92,"mills,magnus",the restraint of beasts,Fiction,flamingo,1998,p/b,,,,
1315,YA,"rowling,j.k",harry potter and the prisoner of azkaban,Fiction,smart,1999,h/b+wrapper,harry potter:3,,,
1316,YA,"rowling,j.k",harry potter and the goblet of fire,Fiction,bloomsbury,2000,h/b+wrapper,harry potter:4,,,
1318,863VAR,"vargasllosa,mario,",the war of the end of the world,literature,faber,1989,p/b,,,,
1320,820.991,"ford,boris (editor)",the modern age,literature/criticism,pelican,1969,p/b,,,,
1321,823.912,"williams,raymond",orwell,literature/criticism/orwell,fontana,1971,p/b,,,,
1326,914.24,anon,the gloucestershire village book,travel/england/gloucestershire,countryside,1987,p/b,,,,
1327,001.9,"bord,janet/bord,colin",the secret country,knowledge/mysteries/britain,paladin,1985,p/b,,,,
1329,813.54,"eddings,david/eddings,leigh",the elder gods,Fiction,bca,2003,h/b+wrapper,,,,
1330,813.54,"feist,raymond.e",jimmy the hand,Fiction,bca,2003,h/b+wrapper,,,,
1331,GF,"barclay,james",shadowheart,Fiction,bca,2003,h/b+wrapper,,,,
1332,301,"mason,anthony",people around the world,sociology,kingfisher,2002,h/b+wrapper,,,,
1333,915.2,"case,robert",japan,travel/japan,evans,2002,h/b,countries of the world series,,,
1334,917.3,"garrington,sally",u.s.a,travel/u.s.a,evans,2002,h/b,countries of the world series,,,
1335,916.762,"bowden,rob",kenya,travel/kenya,evans,2002,h/b,countries of the world series,,,
1336,gcse930,anon,everyday life in the ancient world,history/ancient history,kingfisher,2002,p/b,,,,
1339,796.32,anon,basketball,sportt/basketball,know the game,1997,p/b,,,,
1340,796.334,anon,soccer,sport/football,know the game,2002,p/b,,,,
1341,796.8,anon,karate,sport/karate,know the game,2002,p/b,,,,
1342,916.2,pollard/michael,the nile,travel/egypt,evans,2002,p/b,great rivers series,,,
1343,gcse574,"graham,ian",genetics,biology/genetics,snapping turtle,2001,p/b,,,,
1344,551.4,"jennings,terry",floods and tidal waves,hydrology/weather/water,belitha,1999,p/b,natural disasters series,,,
1345,yr294.5,"ganeri,anita",the divali story,religions/hinduism,evans,2003,p/b,,,,
1347,gcse574,"webster,stephen",book of evolution,biology/evolution,kingfisher,2000,h/b+wrapper,,,,
1349,gcse574,"harris,robie.h",let's talk about where babies come from,biology/reproduction,walker,2002,p/b,,,,
1350,gcse574,"woodward,john",what lives under the carpet,biology/microbiology,red kite,2000,p/b,,,,
1352,822.33,"martin,stewart",a midsummer night's dream - letts explore,literature/drama,letts,1997,p/b,,,,
1353,822.33,"shakespeare,william",a midsummer night's dream,literature/english/drama/elizabethan/shakespeare,arden,2003,p/b,9781857582529,,,
1357,915.5,"dareshoori,bijan.f/kasrian,n",nature of iran,travel/iran/nature,rowzaneh kar,2001,h/b+wrapper,donated by saeid korshadi,,,
1360,914.1,various,reader's digest touring guide to britain,travel/britain,rd,1996,h/b,,,,
1361,914.1,christopher stanley,the history of britain an aerial view,travel/history/britain,b.t.batsford,1984,h/b+wrapper,,,,
1365,914.1,"clarke,philip/jackman,brian/mercer,derrik",book of the countryside,travel/britain,the sunday times,1980,h/b+wrapper,,,,
1366,914.1,various,book of british villages,travel/britain,drive publications,1980,h/b,,,,
1367,914.1,various,illustrated guide to britain,travel/britain,drive publications,1978,h/b,,,,
1368,320.94,"dinan,desmond",ever closer union,politics,lynne rienner,1999,p/b,the european union series,,,
1370,914.15,anon,ireland guide,travel/ireland,,0,p/b+wrapper,,,,
1371,914.15,"gerard-sharp,lisa/perry,tim",ireland,travel/ireland,dorling kindersley,1995,p/b,,,,
1372,914.15,"keneally,thomas",now and in time to be,travel/ireland,flamingo,1991,p/b,,,,
1373,914.21,"smith,nigel",the houses of parliament,travel/london/history,wayland,1997,h/b,,,,
1374,914.21,anon,the complete guide to london,travel/london,nicholson,1992,p/b,,,,
1376,914.21,"naib,s k al",london illustrated,travel/london,,0,p/b,,,,
1377,914.21,anon,the times history of london,travel/history/london,the times,1991,h/b+wrapper,,,,
1379,914.23,"cuss,edwin/griffiths,philip","the churn,coln and leach valleys in old photographs",travel/england/south west,alan sutton,1990,p/b,,,,
1382,914.37,"macht,jiri",praha poeticka,travel/czechoslovakia,olympia,1990,h/b+wrapper,,,,
1383,914.37,"barta,vladimik ml.",bratislava,travel/czechoslovakia,ab art,1996,h/b+wrapper,,,,
1384,914.315,"muller,kai ulrich",berlin,travel/berlin,artcolor verlag,1991,h/b,,,,
1386,914.4,"baillie,kate/salmon,tim",the rough guide to paris,travel/paris,rough guides,2001,p/b,,,,
1387,914.4,"zeldin,theodore",the french,travel/french,harvill,1983,p/b,,,,
1388,914.4,"busselle,michael/raphael,frederic",france the four seasons,travel/france,pavilion,1994,h/b+wrapper,,,,
1391,428,"porter,peter",check your vocabulary for academic english,languages/english,bloomsbury,2003,pamphlet,2nd edition,,,
1394,425,"murphy,raymond",essential grammar in use,language,cambridge,2003,2nd edition,+pull-out reference guide,,,
1395,813.54,"shields,carol",the stone diaries,literature/american/prose/late 20th c,smart,1994,p/b,9780007666232,,,
1396,428.64,"grisham,john",the street lawyer,graded reader,penguin,2001,p/b,intermediate graded reader,,,
1399,574.19,"ramsden,e.n",biochemistry and food science,biology/chemistry/biochemistry,stp,1995,p/b,,,,
1400,ref425,"murphy,raymond/smalzer,william.r",basic grammar in use - with answers,language,cambridge,2004,p/b,+c.d.rom,,,
1402,612.014,"mccorrmick,andrew/elliott,alexander",health physics,biology/human biology/medicine/physics,cambridge,2002,p/b,,,,
1519,574,"jenking,c.mary/boyce,ann",the diversity of life,biology,mac,1983,p/b,,,,
1520,574,"olejnik,irena",biology in daily life,biology,blackie,1988,p/b,,,,
1526,574,"williams,c.n/lee,david",modern biology,biology,oxford,1977,p/b,,,,
1527,574.028,"parker,r.e",introductory statistics for biology,biology/statistics,cambridge,1997,p/b,2nd edition,,,
1529,574.03,"martin,e.a",macmillan dictionary of life sciences,biology/dictionaries,macmillan,1983,p/b,,,,
1530,574.07,"clephane,m (ed)",assessement tests in biology for 16+,biology,blackie/murray,1979,pamphlet,,,,
1533,574.07,"toole,a.g",worked examples. A-level biology,biology,letts,1983,p/b,,,,
1535,574.07,"tranter,john",A level biology structured questions,biology,blackie,1984,2xpamphlets,includes answer booklet,,,
1538,gcse574,"beckett,brian/galliagher,rosemarie",all about biology,biology,oxford,2001,p/b,,,,
1539,gcse574,"burnie,david",life,biology,dk,1994,h/s,,,,
1548,gcse574.,anon,letts revise gcse biology,biology,letts,2001,p/b,,,,
1549,gcse574,"barker,martin",longman revise guides,biology,longman,1988,p/b,,,,
1550,gcse574,"beckett,b.s.",illustrated biology,biology,oxford university press,1984,p/s,,,,
1551,gcse574,"beckett,b.s.",illustrated biology,biology,oxford university press,1984,p/b,,,,
1552,gcse574.,"callaghan,jackie/jenkins,morton",gcse biology questions and answers,biology,letts,1996,p/b,,,,
1553,gcse574,"ford-robertson,julian",gcse biology letts study guide,biology,letts,1996,p/b,,,,
1563,gcse574,"gamlin,linda",evolution,biology,dk,1993,h/b,,,,
1566,gcse574,"jefferris,david",cloning,biology,silverdale,1999,h/s,,,,
1567,gcse574,"jenkins,morton",inheritance,biology,thorne,1990,p/b,,,,
1572,gcse574.,"ellis,e.a.",the countryside in autumn,biology,jarrold,1975,p/b,,,,
1576,570.3,"fitter,richards",penguin dictionary of british natural history,biology/dictionaries,penguin,1967,p/b,,,,
1580,570.92,"holden,edith",the country diary of an edwardian lady,biology/britain,michael joseph,1982,h/b with jacket,,,,
1581,574.07,"windridge,charles",think biology,biology,schofield&sims,1979,pamphlet,,,,
1583,574.1,"alexander,r.mcneill",size and shape,biology/physiology,edward arnold,1975,p/b,,,,
1584,574.1,"ingold,c.t",the biology of mucor and its allies,biology/physiology,arnold,1978,p/b,,,,
1585,574.1,"mason,c.f",decomposition,biology/morphology,arnold,1977,p/b,,,,
1587,574.1,"rowett,h.g",guide to dissection,biology/physiology,murray,1967,h/b,,,,
1588,574.1,"wilkie,d.r",muscle,biology/physiology,arnold,1979,p/b,2nd edition,,,
1590,574.5,"adds,john.larkcom,erica/miller,ruth",the organism and the environment,biology/ecology,nelson,1997,p/b,,,,
1592,574.5,"lloyd,j.r",man and the ecosystem,biology/ecology,macmilan,1980,p/b,,,,
1594,574.5,"putman,r.j/wratten,s.d",principlesof ecology,biology/ecology,croom helm,1985,p/b,,,,
1596,574.8,"kramer,l.m.j/scott,j.k",the cell concept,molecular biology,macmillan educational,1983,p/b,,,,
1597,574.8,"pfeiffer,john",the cell,molecular biology,time life science,1965,h/b,2nd copy p/b(1634),,,
1598,574.90952,anon,the ever-changing woodlands,biology/habitats/forests,rd,1995,h/b,,,,
1600,574.90952,"greenaway,theresa",jungle,biology/habitats/forests,dk,1996,h/b with jacket,eyewitness series,,,
1601,574.90952,"greenaway,theresa/gunzi,christiane/taylor,barbara",forest,biology/habitats/forests,dk,1994,h/b,,,,
1602,574.90952,"mitchell,andrew.w",the enchanted canopy,biology/habitats/forests,fontana,1989,p/b,,,,
1603,574.90962,"lamb,g.f",how and why wonder book of the seashore,biology/habitats/oceans,transworld,1971,p/b,,,,
1604,574.90962,"macquitty,miranda",ocean,biology/habitats/oceans,dk,1995,h/bwith jacket,,,,
1606,574.90963,"taylor,barbara",arctic and antarctic,biology/habitats/atlantic ocean,dk,1997,h/b with jacket,,,,
1610,574.941,anon,the illustrated book of nature,biology/habitats/britain,mitchell beazley,1986,h/b with jacket,donation: stanley ng 06/1988,,,
1611,574.941,anon,watch in town,biology/habitats/britain,watch,1980,pamphlet,,,,
1612,574.941,"barnes,richard",coasts and estuaries,biology/habitats/britain,bca,1979,h/b,the natural history of britain and northern europe series,,,
1613,574.941,"boatman,derrick",fields and lowlands,biology/habitats/britain,bca,1982,h/b,the natural history of britain and northern europe series,,,
1614,574.941,"darlington,arnold",mountains and moorlands,biology/habitats/britain,bca,1978,h/b,the natural history of britain and northern europe series,,,
1615,574.941,"fitter,richard",britains wildlife,biology/habitats/britain,nichola and kay,1996,h/b,1st edition,,,
1616,574.941,"owen,denis",towns and gardens,biology/habitats/britain,bca,1978,h/b,the natural history of britain and northern europe series,,,
1617,575,"adds,john/larkcom,erica/miller,ruth",cell biology and genetics,biology/genetics,nelson,1996,p/b,,,,
1619,575,"baker,robin/oram,elizabeth",baby wars,biology/genetics,4th estate,1998,p/b,,,,
1620,575,"birkett,christine","heredity,development and evolution",biology/genetics,macmillan,1983,p/b,,,,
1621,575,"burns,george.w/bottino,paul.j",the science of genetics,biology/genetics,macmillan,1989,h/b,6th edition/ex lib,,,
1622,575,"cannon,h.graham",the evolution of living things,biology/genetics,manchester uni,1958,h/b with jacket,1st edition,,,
1623,575,"dawkins,richard",the selfish gene,biology/genetics,oxford uni,1978,p/b,,,,
1624,575,"jones,r.n/karp,a",introducing genetics,biology/genetics,murray,1986,p/b,,,,
1625,575,"jones,steve",the language of the genes,biology/genetics,harper collins,1993,h/b with jacket,,,,
1628,575,"romer,a.s",the vertibrate story,biology/genetics,chicago uni,1959,p/b,,,,
1629,575,"watson,j.d",the double helix,biology/genetics,penguin,1986,p/b,,,,
1631,575.092,"karp,walter",charles darwin and the origin of the species,biology/genetics/biography,cassel,1968,h/b,,,,
1632,575.092,"strathern,paul","crick, watson and dna",biology/genetics,arrow,1997,p/b,,,,
1636,574.09,"mazzeo,joseph Anthony",the design of life,biology,macdonald,1968,h/b with jacket,,,,
1637,610.3,"thomson,william,a.r",black's medical dictionary,biology/human biology/medicine/dictionaries,black,1984,h/b+wrapper,,,,
1643,gcse574,"royston,angela",human body,human biology/medicine,parragon,2001,h/b,,,,
1644,612.8,"ackerman,diane",a nature history of the senses,biology/human biology/medicine,phoenix,1996,p/b,,,,
1645,612.82,"farndon,john",the complete book of the brain,biology/human biology/medicine,hodder,2000,p/b,,,,
1648,613.2,"westcott,patsy",how does diet affect me,biology/human biology/medicine,waylawd,2000,h/b,,,,
1656,615.5,"carradine,david/nakahara,david",david carradine's taichi workout,biology/human biology/medicine,ted smart,1995,p/s,,,,
1658,616.2,"bee,peta",living with asthma,biology/human biology/medicine,wayland,2000,p/b,,,,
1659,616.8,"haycock,kate",dealing with eating disorders,biology/human biology/medicine,wayland,1994,p/s,,,,
1665,541,"lynch,p.f.",orbitals and chemical bonding,chemistry,longman,1970,p/b,,,,
1667,543,"mccarthy,Anne",methods of analysis and detection,chemistry,OCR,2001,p/b,,,,
1673,547,"nye,richard t.",chemicals from oil,chemistry/organic,shell,0,p/b,,,,
1675,gcse540,"hill,graham",making new materials,chemistrymaterials,hodder&stoughton,1990,p/b,,,,
1679,576,"heritage,j/evans,e.g.v/killington,r.a",introductory microbiology,biology/microbiology,cambridge,2000,p/b,studies in biology series,,,
1685,539.7,"milner,brian",nuclear and particle physics,physics/nuclear/particle,cambridge,2003,p/b,,,,
1687,519,anon,growth and decay,mathematics/probability/interest/accounting,cambridge,1979,pamphlet,,,,
1704,574,"adds,john/larkcom,erica/miller,ruth","exchange and transport,energy and ecosystems",biology,nelson,2000,p/b,,,,
1706,500,"gleick,james",chaos,science,cardinal,1988,p/b,,,,
1719,gcse530,"duncan,tom",physics for today and tomorrow,physics,murray,1983,p/b,,,,
1725,537.5,anon,"microcomputer,circuit and processes",physics/electronics,nuffied,1985,p/b,,,,
1735,gcse530,"mcgill,hugh.g",telecommunications,physics/electronics/communications,hutchinson,1989,pamphlet,physics now!,,,
1737,324,anon,the work of the house of lords 2002-03,political process,house of lords,2004,p/b,,,,
1738,515,"neill,hugh",help yourself to differentiation,mathematics/calculus,longman,2003,p/b,,,,
1739,515,"neill,hugh",help yourself to integration,mathematics/calculus,longman,2003,p/b,,,,
1752,612.6,"head,j.j.",the biology of human reproduction,biology/human biology/medicine,john murray,1979,p/b,,,,
1754,612,"nilsson,lennart",behold man,biology/human biology/medicine,"little,brown",1973,p/b,,,,
1756,615.1,"cooper,barrrington/gerlis,laurence/hurrell,dawn/jeannet,elizabeth",a consumer's guide to over the counter medicines,biology/human biology/medicine,ted smart,1996,p/b,,,,
1759,gcse530,"mccormick,andrew.k/elliott,alexander.t",health physics,physics/medicine,stanley thornes,1989,pamphlet,science now! Series,,,
1762,613,"tunnicliffe,hilary",health and fitness,biology/human biology/medicine,watts,1991,h/b,,,,
1763,614.09,"karlen,arno",plague's progress,biology/human biology/medicine/history,rhone-poulenc,1996,h/b+jacket,,,,
1764,615.5,"de winter,dr.jan",how to avoid cancer,biology/human biology/medicine,private,1981,h/b+jacket +plastic wrap,,,,
1769,615.9,"emsley,john",the consumer's good chemical guide,biology/human biology/medicine,rhone-poulenc,1994,h/b+jacket,,,,
1771,612,"parker,steve",human body,biology/human biology/medicine,dk,1996,h/b,eyewitness science series,,,
1772,610.9,"triggs,tony",history of medicine,biology/human biology/medicine/history,unwin hyman,1988,p/b,knowing gcse history series,,,
1773,610.9,"parker,steve",medicine,biology/human biology/medicine/history,dk,1995,h/b,eyewitness sciemce series,,,
1776,910.9,"heyerdahl,thor",the tigris expedition,geography/travel/indian ocean/history/ships,allen & unwin,1980,h/b+jacket,colour photos,,,
1780,592,biology/invertebrates,lower animals,biology/zoology/membranes,world university library,0,h/b+jacket,,,,
1782,gcse574,"allaby,michael",camouflage and mimicry,biology/zoology,odhams,1988,pamphlet,,,,
1788,591.5,"carthy,j.d",animal navigation,biology/zoology,unwin,1963,p/b,,,,
1795,599.094,"burton,maurice",guide to the mammals of britain and europe,biology/zoology/mammals,treasure,1986,h/b,,,,
1797,824dur,"durrell,gerald",my family and other animals,literature/prose/animals,penguin,1987,p/b,,,,
1798,824dur,"durrell,gerald","birds,beasts and relatives",literature/prose/animals,penguin,1985,p/b,,,,
1800,gcse530,"nelson,grace",nuclear energy,physics/nuclear physics/energy,heinemann,1982,pamphlet,,,,
1803,gcse540,"hill,graham",making new materials,chemistry/materials,hodder&stoughton,1990,pamphlet,,,,
1806,690,"ludman,k/buchanan,r.d",buying and renovating houses for profit,technology/building,kogan page,1988,h/b+jacket,,,,
1811,621,"pope,jean.a",medical physics,physics/technology/medical engineering,heinemann,1989,p/b,options in physics series/2nd edition,,,
1812,621.48,anon,nuclear fuel reprocessing technology,physics/technology/nuclear fuel,bnf,1989,pamphlet,,,,
1817,622,anon,oil,physics/technology/mining/oil,shell,1981,pamphlet,,,,
1818,620,"mcdonagh,i/waterworth,g/phillips,r.p",engineering science for technicians,physics/technology/engineering,arnold,1989,p/b,2nd edition,,,
1819,620,"mcdonagh,i/waterworth,g/phillips,r.p",engineering science for technicians,physics/technology/engineering,arnold,1988,p/b,2nd edition,,,
1831,623.4,"byam,michele",arms & armour,technology/weapons,dk,1997,h/b+jacket,eyewitness guides,,,
